,dataset,workload,query_index,index_name,index_params,time_s,distcomp,recall,target_recall
8,sald-128-100m,"Annealing(rc, medium)",4,messi_apprx,,,0.00020745,,
9,sald-128-100m,"Annealing(rc, medium)",4,messi,,,1.124943,1.0,
10,sald-128-100m,"Annealing(rc, medium)",5,messi_apprx,,,0.001651,,
11,sald-128-100m,"Annealing(rc, medium)",5,messi,,,0.278490425,1.0,
12,sald-128-100m,"Annealing(rc, medium)",6,messi_apprx,,,1.7775e-05,,
13,sald-128-100m,"Annealing(rc, medium)",6,messi,,,0.244609,1.0,
14,sald-128-100m,"Annealing(rc, medium)",7,messi_apprx,,,3.9375e-05,,
15,sald-128-100m,"Annealing(rc, medium)",7,messi,,,0.2835908,1.0,
16,sald-128-100m,"Annealing(rc, medium)",8,messi_apprx,,,0.000335025,,
17,sald-128-100m,"Annealing(rc, medium)",8,messi,,,0.7939032,1.0,
18,sald-128-100m,"Annealing(rc, medium)",9,messi_apprx,,,0.0018767,,
19,sald-128-100m,"Annealing(rc, medium)",9,messi,,,0.03892925,1.0,
0,sald-128-100m,"Annealing(rc, hard)",0,messi_apprx,,,8.6175e-05,,
1,sald-128-100m,"Annealing(rc, hard)",0,messi,,,0.03666315,1.0,
2,sald-128-100m,"Annealing(rc, hard)",1,messi_apprx,,,1.8675e-05,,
3,sald-128-100m,"Annealing(rc, hard)",1,messi,,,1.0390134,1.0,
4,sald-128-100m,"Annealing(rc, hard)",2,messi_apprx,,,0.00049335,,
5,sald-128-100m,"Annealing(rc, hard)",2,messi,,,0.0614019,1.0,
6,sald-128-100m,"Annealing(rc, hard)",3,messi_apprx,,,1.2825e-05,,
7,sald-128-100m,"Annealing(rc, hard)",3,messi,,,0.11359595,1.0,
8,sald-128-100m,"Annealing(rc, hard)",4,messi_apprx,,,1.26e-05,,
9,sald-128-100m,"Annealing(rc, hard)",4,messi,,,1.124993,1.0,
10,sald-128-100m,"Annealing(rc, hard)",5,messi_apprx,,,0.0016538,,
11,sald-128-100m,"Annealing(rc, hard)",5,messi,,,0.28459765,1.0,
12,sald-128-100m,"Annealing(rc, hard)",6,messi_apprx,,,1.7775e-05,,
13,sald-128-100m,"Annealing(rc, hard)",6,messi,,,0.240187,1.0,
14,sald-128-100m,"Annealing(rc, hard)",7,messi_apprx,,,3.9375e-05,,
15,sald-128-100m,"Annealing(rc, hard)",7,messi,,,0.2659058,1.0,
16,sald-128-100m,"Annealing(rc, hard)",8,messi_apprx,,,0.000335025,,
17,sald-128-100m,"Annealing(rc, hard)",8,messi,,,0.83788,1.0,
18,sald-128-100m,"Annealing(rc, hard)",9,messi_apprx,,,0.0021621,,
19,sald-128-100m,"Annealing(rc, hard)",9,messi,,,0.0565009,1.0,
0,astro-256-100m,"Annealing(rc, easy)",0,messi_apprx,,,9.7325e-05,,
1,astro-256-100m,"Annealing(rc, easy)",0,messi,,,1.0612062,1.0,
2,astro-256-100m,"Annealing(rc, easy)",1,messi_apprx,,,2.04e-05,,
3,astro-256-100m,"Annealing(rc, easy)",1,messi,,,1.0625,1.0,
4,astro-256-100m,"Annealing(rc, easy)",2,messi_apprx,,,1.3175e-05,,
5,astro-256-100m,"Annealing(rc, easy)",2,messi,,,1.061909,1.0,
6,astro-256-100m,"Annealing(rc, easy)",3,messi_apprx,,,2.31625e-05,,
7,astro-256-100m,"Annealing(rc, easy)",3,messi,,,1.0625,1.0,
8,astro-256-100m,"Annealing(rc, easy)",4,messi_apprx,,,1.105e-05,,
9,astro-256-100m,"Annealing(rc, easy)",4,messi,,,1.0625,1.0,
10,astro-256-100m,"Annealing(rc, easy)",5,messi_apprx,,,3.08125e-05,,
11,astro-256-100m,"Annealing(rc, easy)",5,messi,,,1.0574636,1.0,
12,astro-256-100m,"Annealing(rc, easy)",6,messi_apprx,,,8.5e-06,,
13,astro-256-100m,"Annealing(rc, easy)",6,messi,,,1.0625,1.0,
14,astro-256-100m,"Annealing(rc, easy)",7,messi_apprx,,,3.825e-06,,
15,astro-256-100m,"Annealing(rc, easy)",7,messi,,,1.0625,1.0,
16,astro-256-100m,"Annealing(rc, easy)",8,messi_apprx,,,1.445e-05,,
17,astro-256-100m,"Annealing(rc, easy)",8,messi,,,1.0619902,1.0,
18,astro-256-100m,"Annealing(rc, easy)",9,messi_apprx,,,9.775e-06,,
19,astro-256-100m,"Annealing(rc, easy)",9,messi,,,1.0625,1.0,
0,astro-256-100m,"Annealing(rc, medium)",0,messi_apprx,,,2.14625e-05,,
1,astro-256-100m,"Annealing(rc, medium)",0,messi,,,1.0611436,1.0,
2,astro-256-100m,"Annealing(rc, medium)",1,messi_apprx,,,1.955e-05,,
3,astro-256-100m,"Annealing(rc, medium)",1,messi,,,1.0625,1.0,
4,astro-256-100m,"Annealing(rc, medium)",2,messi_apprx,,,2.72e-05,,
5,astro-256-100m,"Annealing(rc, medium)",2,messi,,,1.0613544,1.0,
6,astro-256-100m,"Annealing(rc, medium)",3,messi_apprx,,,2.31625e-05,,
7,astro-256-100m,"Annealing(rc, medium)",3,messi,,,1.0625,1.0,
8,astro-256-100m,"Annealing(rc, medium)",4,messi_apprx,,,1.105e-05,,
9,astro-256-100m,"Annealing(rc, medium)",4,messi,,,1.0625,1.0,
10,astro-256-100m,"Annealing(rc, medium)",5,messi_apprx,,,3.08125e-05,,
11,astro-256-100m,"Annealing(rc, medium)",5,messi,,,1.0549926,1.0,
12,astro-256-100m,"Annealing(rc, medium)",6,messi_apprx,,,8.5e-06,,
13,astro-256-100m,"Annealing(rc, medium)",6,messi,,,1.0625,1.0,
14,astro-256-100m,"Annealing(rc, medium)",7,messi_apprx,,,1.02e-05,,
15,astro-256-100m,"Annealing(rc, medium)",7,messi,,,1.0625,1.0,
16,astro-256-100m,"Annealing(rc, medium)",8,messi_apprx,,,5.3125e-06,,
17,astro-256-100m,"Annealing(rc, medium)",8,messi,,,1.0617526,1.0,
18,astro-256-100m,"Annealing(rc, medium)",9,messi_apprx,,,9.775e-06,,
19,astro-256-100m,"Annealing(rc, medium)",9,messi,,,1.0625,1.0,
0,astro-256-100m,"Annealing(rc, hard)",0,messi_apprx,,,2.14625e-05,,
1,astro-256-100m,"Annealing(rc, hard)",0,messi,,,1.0620862,1.0,
2,astro-256-100m,"Annealing(rc, hard)",1,messi_apprx,,,1.72125e-05,,
3,astro-256-100m,"Annealing(rc, hard)",1,messi,,,1.0625,1.0,
4,astro-256-100m,"Annealing(rc, hard)",2,messi_apprx,,,2.04e-05,,
5,astro-256-100m,"Annealing(rc, hard)",2,messi,,,1.0606066,1.0,
6,astro-256-100m,"Annealing(rc, hard)",3,messi_apprx,,,2.31625e-05,,
7,astro-256-100m,"Annealing(rc, hard)",3,messi,,,1.0625,1.0,
8,astro-256-100m,"Annealing(rc, hard)",4,messi_apprx,,,1.105e-05,,
9,astro-256-100m,"Annealing(rc, hard)",4,messi,,,1.0625,1.0,
10,astro-256-100m,"Annealing(rc, hard)",5,messi_apprx,,,3.08125e-05,,
11,astro-256-100m,"Annealing(rc, hard)",5,messi,,,1.0581202,1.0,
12,astro-256-100m,"Annealing(rc, hard)",6,messi_apprx,,,8.5e-06,,
13,astro-256-100m,"Annealing(rc, hard)",6,messi,,,1.0625,1.0,
14,astro-256-100m,"Annealing(rc, hard)",7,messi_apprx,,,8.5e-06,,
15,astro-256-100m,"Annealing(rc, hard)",7,messi,,,1.0625,1.0,
16,astro-256-100m,"Annealing(rc, hard)",8,messi_apprx,,,1.445e-05,,
17,astro-256-100m,"Annealing(rc, hard)",8,messi,,,1.0618722,1.0,
18,astro-256-100m,"Annealing(rc, hard)",9,messi_apprx,,,9.775e-06,,
19,astro-256-100m,"Annealing(rc, hard)",9,messi,,,1.0625,1.0,
0,deep1b-96-100m,"Annealing(rc, easy)",0,messi_apprx,,,2.6133333333333333e-05,,
1,deep1b-96-100m,"Annealing(rc, easy)",0,messi,,,1.1666666666666663,1.0,
2,deep1b-96-100m,"Annealing(rc, easy)",1,messi_apprx,,,0.0001087333333333,,
3,deep1b-96-100m,"Annealing(rc, easy)",1,messi,,,0.9753318666666666,1.0,
4,deep1b-96-100m,"Annealing(rc, easy)",2,messi_apprx,,,0.0001456,,
5,deep1b-96-100m,"Annealing(rc, easy)",2,messi,,,1.1637370666666669,1.0,
6,deep1b-96-100m,"Annealing(rc, easy)",3,messi_apprx,,,0.0001911,,
7,deep1b-96-100m,"Annealing(rc, easy)",3,messi,,,1.1314590666666666,1.0,
8,deep1b-96-100m,"Annealing(rc, easy)",4,messi_apprx,,,3.92e-05,,
9,deep1b-96-100m,"Annealing(rc, easy)",4,messi,,,1.166564266666667,1.0,
10,deep1b-96-100m,"Annealing(rc, easy)",5,messi_apprx,,,0.0001143333333333,,
11,deep1b-96-100m,"Annealing(rc, easy)",5,messi,,,1.1666508666666666,1.0,
12,deep1b-96-100m,"Annealing(rc, easy)",6,messi_apprx,,,0.0001393,,
13,deep1b-96-100m,"Annealing(rc, easy)",6,messi,,,1.0866952666666667,1.0,
14,deep1b-96-100m,"Annealing(rc, easy)",7,messi_apprx,,,2.0066666666666665e-05,,
15,deep1b-96-100m,"Annealing(rc, easy)",7,messi,,,1.1665910666666666,1.0,
16,deep1b-96-100m,"Annealing(rc, easy)",8,messi_apprx,,,1.1433333333333331e-05,,
17,deep1b-96-100m,"Annealing(rc, easy)",8,messi,,,1.1662100666666666,1.0,
18,deep1b-96-100m,"Annealing(rc, easy)",9,messi_apprx,,,7e-07,,
19,deep1b-96-100m,"Annealing(rc, easy)",9,messi,,,1.1615414666666666,1.0,
0,deep1b-96-100m,"Annealing(rc, medium)",0,messi_apprx,,,2.1e-05,,
1,deep1b-96-100m,"Annealing(rc, medium)",0,messi,,,1.1666666666666663,1.0,
2,deep1b-96-100m,"Annealing(rc, medium)",1,messi_apprx,,,0.0001087333333333,,
3,deep1b-96-100m,"Annealing(rc, medium)",1,messi,,,0.9292196666666666,1.0,
4,deep1b-96-100m,"Annealing(rc, medium)",2,messi_apprx,,,2.0066666666666665e-05,,
5,deep1b-96-100m,"Annealing(rc, medium)",2,messi,,,1.1661768666666663,1.0,
6,deep1b-96-100m,"Annealing(rc, medium)",3,messi_apprx,,,0.0001911,,
7,deep1b-96-100m,"Annealing(rc, medium)",3,messi,,,1.1241876666666666,1.0,
8,deep1b-96-100m,"Annealing(rc, medium)",4,messi_apprx,,,3.92e-05,,
9,deep1b-96-100m,"Annealing(rc, medium)",4,messi,,,1.166652866666667,1.0,
10,deep1b-96-100m,"Annealing(rc, medium)",5,messi_apprx,,,6.393333333333333e-05,,
11,deep1b-96-100m,"Annealing(rc, medium)",5,messi,,,1.1666654666666667,1.0,
12,deep1b-96-100m,"Annealing(rc, medium)",6,messi_apprx,,,4.76e-05,,
13,deep1b-96-100m,"Annealing(rc, medium)",6,messi,,,1.1001174666666669,1.0,
14,deep1b-96-100m,"Annealing(rc, medium)",7,messi_apprx,,,1.5866666666666665e-05,,
15,deep1b-96-100m,"Annealing(rc, medium)",7,messi,,,1.1657624666666666,1.0,
16,deep1b-96-100m,"Annealing(rc, medium)",8,messi_apprx,,,1.4466666666666668e-05,,
17,deep1b-96-100m,"Annealing(rc, medium)",8,messi,,,1.1666198666666665,1.0,
18,deep1b-96-100m,"Annealing(rc, medium)",9,messi_apprx,,,3.2666666666666666e-06,,
19,deep1b-96-100m,"Annealing(rc, medium)",9,messi,,,1.166312866666667,1.0,
0,deep1b-96-100m,"Annealing(rc, hard)",0,messi_apprx,,,2.3566666666666662e-05,,
1,deep1b-96-100m,"Annealing(rc, hard)",0,messi,,,1.1666666666666663,1.0,
2,deep1b-96-100m,"Annealing(rc, hard)",1,messi_apprx,,,0.0001087333333333,,
3,deep1b-96-100m,"Annealing(rc, hard)",1,messi,,,0.8770956666666666,1.0,
4,deep1b-96-100m,"Annealing(rc, hard)",2,messi_apprx,,,2.87e-05,,
5,deep1b-96-100m,"Annealing(rc, hard)",2,messi,,,1.1596206666666666,1.0,
6,deep1b-96-100m,"Annealing(rc, hard)",3,messi_apprx,,,0.0001911,,
7,deep1b-96-100m,"Annealing(rc, hard)",3,messi,,,1.131395666666667,1.0,
8,deep1b-96-100m,"Annealing(rc, hard)",4,messi_apprx,,,2.1e-05,,
9,deep1b-96-100m,"Annealing(rc, hard)",4,messi,,,1.1666632666666663,1.0,
10,deep1b-96-100m,"Annealing(rc, hard)",5,messi_apprx,,,0.0001143333333333,,
11,deep1b-96-100m,"Annealing(rc, hard)",5,messi,,,1.1666650666666667,1.0,
12,deep1b-96-100m,"Annealing(rc, hard)",6,messi_apprx,,,5.833333333333333e-06,,
13,deep1b-96-100m,"Annealing(rc, hard)",6,messi,,,1.1267124666666666,1.0,
14,deep1b-96-100m,"Annealing(rc, hard)",7,messi_apprx,,,3.103333333333333e-05,,
15,deep1b-96-100m,"Annealing(rc, hard)",7,messi,,,1.1663142666666666,1.0,
16,deep1b-96-100m,"Annealing(rc, hard)",8,messi_apprx,,,1.1666666666666666e-05,,
17,deep1b-96-100m,"Annealing(rc, hard)",8,messi,,,1.1666168666666663,1.0,
18,deep1b-96-100m,"Annealing(rc, hard)",9,messi_apprx,,,2.1e-06,,
19,deep1b-96-100m,"Annealing(rc, hard)",9,messi,,,1.1661486666666665,1.0,
0,seismic-256-100m,"Annealing(rc, easy)",0,messi_apprx,,,9.89625e-05,,
1,seismic-256-100m,"Annealing(rc, easy)",0,messi,,,0.0381192625,1.0,
2,seismic-256-100m,"Annealing(rc, easy)",1,messi_apprx,,,2.48625e-05,,
3,seismic-256-100m,"Annealing(rc, easy)",1,messi,,,0.9840662,1.0,
4,seismic-256-100m,"Annealing(rc, easy)",2,messi_apprx,,,0.000346925,,
5,seismic-256-100m,"Annealing(rc, easy)",2,messi,,,0.009573725,1.0,
6,seismic-256-100m,"Annealing(rc, easy)",3,messi_apprx,,,0.0025065,,
7,seismic-256-100m,"Annealing(rc, easy)",3,messi,,,0.190424075,1.0,
8,seismic-256-100m,"Annealing(rc, easy)",4,messi_apprx,,,0.0009911,,
9,seismic-256-100m,"Annealing(rc, easy)",4,messi,,,0.957164,1.0,
10,seismic-256-100m,"Annealing(rc, easy)",5,messi_apprx,,,0.0001301625,,
11,seismic-256-100m,"Annealing(rc, easy)",5,messi,,,0.0568936,1.0,
12,seismic-256-100m,"Annealing(rc, easy)",6,messi_apprx,,,3.825e-06,,
13,seismic-256-100m,"Annealing(rc, easy)",6,messi,,,1.0611942,1.0,
14,seismic-256-100m,"Annealing(rc, easy)",7,messi_apprx,,,4.18625e-05,,
15,seismic-256-100m,"Annealing(rc, easy)",7,messi,,,0.1080391375,1.0,
16,seismic-256-100m,"Annealing(rc, easy)",8,messi_apprx,,,4.0375e-06,,
17,seismic-256-100m,"Annealing(rc, easy)",8,messi,,,1.0451506,1.0,
18,seismic-256-100m,"Annealing(rc, easy)",9,messi_apprx,,,4.52625e-05,,
19,seismic-256-100m,"Annealing(rc, easy)",9,messi,,,1.0205814,1.0,
0,seismic-256-100m,"Annealing(rc, medium)",0,messi_apprx,,,9.83625e-05,,
1,seismic-256-100m,"Annealing(rc, medium)",0,messi,,,0.038221375,1.0,
2,seismic-256-100m,"Annealing(rc, medium)",1,messi_apprx,,,2.48625e-05,,
3,seismic-256-100m,"Annealing(rc, medium)",1,messi,,,1.0393448,1.0,
4,seismic-256-100m,"Annealing(rc, medium)",2,messi_apprx,,,0.000330325,,
5,seismic-256-100m,"Annealing(rc, medium)",2,messi,,,0.0090283875,1.0,
6,seismic-256-100m,"Annealing(rc, medium)",3,messi_apprx,,,0.003881575,,
7,seismic-256-100m,"Annealing(rc, medium)",3,messi,,,0.1557170625,1.0,
8,seismic-256-100m,"Annealing(rc, medium)",4,messi_apprx,,,0.0009911,,
9,seismic-256-100m,"Annealing(rc, medium)",4,messi,,,0.9963504,1.0,
10,seismic-256-100m,"Annealing(rc, medium)",5,messi_apprx,,,0.0001311625,,
11,seismic-256-100m,"Annealing(rc, medium)",5,messi,,,0.0543339375,1.0,
12,seismic-256-100m,"Annealing(rc, medium)",6,messi_apprx,,,2.3375e-06,,
13,seismic-256-100m,"Annealing(rc, medium)",6,messi,,,1.062232,1.0,
14,seismic-256-100m,"Annealing(rc, medium)",7,messi_apprx,,,0.0004340625,,
15,seismic-256-100m,"Annealing(rc, medium)",7,messi,,,0.08855225,1.0,
16,seismic-256-100m,"Annealing(rc, medium)",8,messi_apprx,,,0.0004698375,,
17,seismic-256-100m,"Annealing(rc, medium)",8,messi,,,1.0498862,1.0,
18,seismic-256-100m,"Annealing(rc, medium)",9,messi_apprx,,,0.00015385,,
19,seismic-256-100m,"Annealing(rc, medium)",9,messi,,,1.027318,1.0,
0,seismic-256-100m,"Annealing(rc, hard)",0,messi_apprx,,,9.01625e-05,,
1,seismic-256-100m,"Annealing(rc, hard)",0,messi,,,0.0313838375,1.0,
2,seismic-256-100m,"Annealing(rc, hard)",1,messi_apprx,,,2.48625e-05,,
3,seismic-256-100m,"Annealing(rc, hard)",1,messi,,,1.0281668,1.0,
4,seismic-256-100m,"Annealing(rc, hard)",2,messi_apprx,,,0.0002543125,,
5,seismic-256-100m,"Annealing(rc, hard)",2,messi,,,0.008687275,1.0,
6,seismic-256-100m,"Annealing(rc, hard)",3,messi_apprx,,,0.0025043,,
7,seismic-256-100m,"Annealing(rc, hard)",3,messi,,,0.1794983875,1.0,
8,seismic-256-100m,"Annealing(rc, hard)",4,messi_apprx,,,0.0009911,,
9,seismic-256-100m,"Annealing(rc, hard)",4,messi,,,0.9924382,1.0,
10,seismic-256-100m,"Annealing(rc, hard)",5,messi_apprx,,,1.67875e-05,,
11,seismic-256-100m,"Annealing(rc, hard)",5,messi,,,0.0770255625,1.0,
12,seismic-256-100m,"Annealing(rc, hard)",6,messi_apprx,,,5.3125e-06,,
13,seismic-256-100m,"Annealing(rc, hard)",6,messi,,,1.0624654,1.0,
14,seismic-256-100m,"Annealing(rc, hard)",7,messi_apprx,,,4.18625e-05,,
15,seismic-256-100m,"Annealing(rc, hard)",7,messi,,,0.1170488875,1.0,
16,seismic-256-100m,"Annealing(rc, hard)",8,messi_apprx,,,0.0004532625,,
17,seismic-256-100m,"Annealing(rc, hard)",8,messi,,,1.0520122,1.0,
18,seismic-256-100m,"Annealing(rc, hard)",9,messi_apprx,,,0.00015385,,
19,seismic-256-100m,"Annealing(rc, hard)",9,messi,,,1.0260324,1.0,
0,fashion_mnist-euclidean-784-60K,"Annealing(rc, easy)",0,faiss_hnsw,"{""efSearch"": 2, ""index_params"": ""HNSW32""}",,0.0019333333333333,1.0,0.95
1,fashion_mnist-euclidean-784-60K,"Annealing(rc, easy)",1,faiss_hnsw,"{""efSearch"": 1, ""index_params"": ""HNSW32""}",,0.0016,1.0,0.95
2,fashion_mnist-euclidean-784-60K,"Annealing(rc, easy)",2,faiss_hnsw,"{""efSearch"": 1, ""index_params"": ""HNSW32""}",,0.0014666666666666,1.0,0.95
3,fashion_mnist-euclidean-784-60K,"Annealing(rc, easy)",3,faiss_hnsw,"{""efSearch"": 1, ""index_params"": ""HNSW32""}",,0.0018,1.0,0.95
4,fashion_mnist-euclidean-784-60K,"Annealing(rc, easy)",4,faiss_hnsw,"{""efSearch"": 1, ""index_params"": ""HNSW32""}",,0.0018666666666666,1.0,0.95
5,fashion_mnist-euclidean-784-60K,"Annealing(rc, easy)",5,faiss_hnsw,"{""efSearch"": 1, ""index_params"": ""HNSW32""}",,0.0011333333333333,1.0,0.95
6,fashion_mnist-euclidean-784-60K,"Annealing(rc, easy)",6,faiss_hnsw,"{""efSearch"": 1, ""index_params"": ""HNSW32""}",,0.00185,1.0,0.95
7,fashion_mnist-euclidean-784-60K,"Annealing(rc, easy)",7,faiss_hnsw,"{""efSearch"": 4, ""index_params"": ""HNSW32""}",,0.0034166666666666,1.0,0.95
8,fashion_mnist-euclidean-784-60K,"Annealing(rc, easy)",8,faiss_hnsw,"{""efSearch"": 4, ""index_params"": ""HNSW32""}",,0.0036166666666666,1.0,0.95
9,fashion_mnist-euclidean-784-60K,"Annealing(rc, easy)",9,faiss_hnsw,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",,0.0071166666666666,1.0,0.95
0,fashion_mnist-euclidean-784-60K,"Annealing(rc, medium)",0,faiss_hnsw,"{""efSearch"": 4, ""index_params"": ""HNSW32""}",,0.0024333333333333,1.0,0.95
1,fashion_mnist-euclidean-784-60K,"Annealing(rc, medium)",1,faiss_hnsw,"{""efSearch"": 1, ""index_params"": ""HNSW32""}",,0.0021333333333333,1.0,0.95
2,fashion_mnist-euclidean-784-60K,"Annealing(rc, medium)",2,faiss_hnsw,"{""efSearch"": 1, ""index_params"": ""HNSW32""}",,0.00295,1.0,0.95
3,fashion_mnist-euclidean-784-60K,"Annealing(rc, medium)",3,faiss_hnsw,"{""efSearch"": 1, ""index_params"": ""HNSW32""}",,0.0012833333333333,1.0,0.95
4,fashion_mnist-euclidean-784-60K,"Annealing(rc, medium)",4,faiss_hnsw,"{""efSearch"": 1, ""index_params"": ""HNSW32""}",,0.0019,1.0,0.95
5,fashion_mnist-euclidean-784-60K,"Annealing(rc, medium)",5,faiss_hnsw,"{""efSearch"": 1, ""index_params"": ""HNSW32""}",,0.0019333333333333,1.0,0.95
6,fashion_mnist-euclidean-784-60K,"Annealing(rc, medium)",6,faiss_hnsw,"{""efSearch"": 1, ""index_params"": ""HNSW32""}",,0.0019166666666666,1.0,0.95
7,fashion_mnist-euclidean-784-60K,"Annealing(rc, medium)",7,faiss_hnsw,"{""efSearch"": 2, ""index_params"": ""HNSW32""}",,0.0020333333333333,1.0,0.95
8,fashion_mnist-euclidean-784-60K,"Annealing(rc, medium)",8,faiss_hnsw,"{""efSearch"": 1, ""index_params"": ""HNSW32""}",,0.0015666666666666,1.0,0.95
9,fashion_mnist-euclidean-784-60K,"Annealing(rc, medium)",9,faiss_hnsw,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",,0.0075833333333333,1.0,0.95
