,dataset,workload,query_index,index_name,index_params,time_s,distcomp,recall,target_recall
2,deep1b-96-100m,"Annealing(rc, easy)",2,faiss_hnsw,"{""efSearch"": 2, ""index_params"": ""HNSW32""}",,5.44e-05,1.0,0.95
3,deep1b-96-100m,"Annealing(rc, easy)",3,faiss_hnsw,"{""efSearch"": 256, ""index_params"": ""HNSW32""}",,0.0017652,1.0,0.95
4,deep1b-96-100m,"Annealing(rc, easy)",4,faiss_hnsw,"{""efSearch"": 128, ""index_params"": ""HNSW32""}",,0.0010354,1.0,0.95
5,deep1b-96-100m,"Annealing(rc, easy)",5,faiss_hnsw,"{""efSearch"": 512, ""index_params"": ""HNSW32""}",,0.0029524,1.0,0.95
6,deep1b-96-100m,"Annealing(rc, easy)",6,faiss_hnsw,"{""efSearch"": 128, ""index_params"": ""HNSW32""}",,0.0006558,1.0,0.95
7,deep1b-96-100m,"Annealing(rc, easy)",7,faiss_hnsw,"{""efSearch"": 128, ""index_params"": ""HNSW32""}",,0.0008762,1.0,0.95
8,deep1b-96-100m,"Annealing(rc, easy)",8,faiss_hnsw,"{""efSearch"": 1, ""index_params"": ""HNSW32""}",,4.1e-05,1.0,0.95
9,deep1b-96-100m,"Annealing(rc, easy)",9,faiss_hnsw,"{""efSearch"": 256, ""index_params"": ""HNSW32""}",,0.0018006,1.0,0.95
0,deep1b-96-100m,"Annealing(rc, medium)",0,faiss_hnsw,"{""efSearch"": 256, ""index_params"": ""HNSW32""}",,0.0015692,1.0,0.95
1,deep1b-96-100m,"Annealing(rc, medium)",1,faiss_hnsw,"{""efSearch"": 4, ""index_params"": ""HNSW32""}",,4.14e-05,1.0,0.95
2,deep1b-96-100m,"Annealing(rc, medium)",2,faiss_hnsw,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",,0.0002638,1.0,0.95
3,deep1b-96-100m,"Annealing(rc, medium)",3,faiss_hnsw,"{""efSearch"": 8, ""index_params"": ""HNSW32""}",,0.0001628,1.0,0.95
4,deep1b-96-100m,"Annealing(rc, medium)",4,faiss_hnsw,"{""efSearch"": 512, ""index_params"": ""HNSW32""}",,0.0033554,1.0,0.95
5,deep1b-96-100m,"Annealing(rc, medium)",5,faiss_hnsw,"{""efSearch"": 64, ""index_params"": ""HNSW32""}",,0.0005356,1.0,0.95
6,deep1b-96-100m,"Annealing(rc, medium)",6,faiss_hnsw,"{""efSearch"": 4, ""index_params"": ""HNSW32""}",,9.1e-05,1.0,0.95
7,deep1b-96-100m,"Annealing(rc, medium)",7,faiss_hnsw,"{""efSearch"": 8, ""index_params"": ""HNSW32""}",,7.86e-05,1.0,0.95
8,deep1b-96-100m,"Annealing(rc, medium)",8,faiss_hnsw,"{""efSearch"": 128, ""index_params"": ""HNSW32""}",,0.0006144,1.0,0.95
9,deep1b-96-100m,"Annealing(rc, medium)",9,faiss_hnsw,"{""efSearch"": 512, ""index_params"": ""HNSW32""}",,0.0034608,1.0,0.95
0,deep1b-96-100m,"Annealing(rc, hard)",0,faiss_hnsw,"{""efSearch"": 256, ""index_params"": ""HNSW32""}",,0.0015866,1.0,0.95
1,deep1b-96-100m,"Annealing(rc, hard)",1,faiss_hnsw,"{""efSearch"": 4, ""index_params"": ""HNSW32""}",,5.24e-05,1.0,0.95
2,deep1b-96-100m,"Annealing(rc, hard)",2,faiss_hnsw,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",,0.0002222,1.0,0.95
3,deep1b-96-100m,"Annealing(rc, hard)",3,faiss_hnsw,"{""efSearch"": 256, ""index_params"": ""HNSW32""}",,0.0017778,1.0,0.95
4,deep1b-96-100m,"Annealing(rc, hard)",4,faiss_hnsw,"{""efSearch"": 128, ""index_params"": ""HNSW32""}",,0.001019,1.0,0.95
5,deep1b-96-100m,"Annealing(rc, hard)",5,faiss_hnsw,"{""efSearch"": 1024, ""index_params"": ""HNSW32""}",,0.005838,1.0,0.95
6,deep1b-96-100m,"Annealing(rc, hard)",6,faiss_hnsw,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",,0.0001846,1.0,0.95
7,deep1b-96-100m,"Annealing(rc, hard)",7,faiss_hnsw,"{""efSearch"": 128, ""index_params"": ""HNSW32""}",,0.000868,1.0,0.95
8,deep1b-96-100m,"Annealing(rc, hard)",8,faiss_hnsw,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",,0.0002244,1.0,0.95
9,deep1b-96-100m,"Annealing(rc, hard)",9,faiss_hnsw,"{""efSearch"": 128, ""index_params"": ""HNSW32""}",,0.0010384,1.0,0.95
0,seismic-256-100m,"Annealing(rc, easy)",0,faiss_hnsw,"{""efSearch"": 1, ""index_params"": ""HNSW32""}",,1.98e-05,1.0,0.95
1,seismic-256-100m,"Annealing(rc, easy)",1,faiss_hnsw,"{""efSearch"": 1024, ""index_params"": ""HNSW32""}",,0.0048626,1.0,0.95
2,seismic-256-100m,"Annealing(rc, easy)",2,faiss_hnsw,"{""efSearch"": 2, ""index_params"": ""HNSW32""}",,5.56e-05,1.0,0.95
3,seismic-256-100m,"Annealing(rc, easy)",3,faiss_hnsw,"{""efSearch"": 8192, ""index_params"": ""HNSW32""}",,0.0108106,1.0,0.95
4,seismic-256-100m,"Annealing(rc, easy)",4,faiss_hnsw,"{""efSearch"": 32768, ""index_params"": ""HNSW32""}",,0.0377874,1.0,0.95
5,seismic-256-100m,"Annealing(rc, easy)",5,faiss_hnsw,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",,0.0001732,1.0,0.95
6,seismic-256-100m,"Annealing(rc, easy)",6,faiss_hnsw,"{""efSearch"": 4096, ""index_params"": ""HNSW32""}",,0.023279,1.0,0.95
7,seismic-256-100m,"Annealing(rc, easy)",7,faiss_hnsw,"{""efSearch"": 128, ""index_params"": ""HNSW32""}",,0.0008424,1.0,0.95
8,seismic-256-100m,"Annealing(rc, easy)",8,faiss_hnsw,"{""efSearch"": 8192, ""index_params"": ""HNSW32""}",,0.0206838,1.0,0.95
9,seismic-256-100m,"Annealing(rc, easy)",9,faiss_hnsw,"{""efSearch"": 16384, ""index_params"": ""HNSW32""}",,0.0625604,1.0,0.95
0,seismic-256-100m,"Annealing(rc, medium)",0,faiss_hnsw,"{""efSearch"": 64, ""index_params"": ""HNSW32""}",,0.0004208,1.0,0.95
1,seismic-256-100m,"Annealing(rc, medium)",1,faiss_hnsw,"{""efSearch"": 512, ""index_params"": ""HNSW32""}",,0.0048434,1.0,0.95
2,seismic-256-100m,"Annealing(rc, medium)",2,faiss_hnsw,"{""efSearch"": 8, ""index_params"": ""HNSW32""}",,7.08e-05,1.0,0.95
3,seismic-256-100m,"Annealing(rc, medium)",3,faiss_hnsw,"{""efSearch"": 2048, ""index_params"": ""HNSW32""}",,0.0039496,1.0,0.95
4,seismic-256-100m,"Annealing(rc, medium)",4,faiss_hnsw,"{""efSearch"": 16384, ""index_params"": ""HNSW32""}",,0.0254412,1.0,0.95
5,seismic-256-100m,"Annealing(rc, medium)",5,faiss_hnsw,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",,0.0002302,1.0,0.95
6,seismic-256-100m,"Annealing(rc, medium)",6,faiss_hnsw,"{""efSearch"": 4096, ""index_params"": ""HNSW32""}",,0.0213268,1.0,0.95
7,seismic-256-100m,"Annealing(rc, medium)",7,faiss_hnsw,"{""efSearch"": 256, ""index_params"": ""HNSW32""}",,0.0015274,1.0,0.95
8,seismic-256-100m,"Annealing(rc, medium)",8,faiss_hnsw,"{""efSearch"": 16384, ""index_params"": ""HNSW32""}",,0.035149,1.0,0.95
9,seismic-256-100m,"Annealing(rc, medium)",9,faiss_hnsw,"{""efSearch"": 16384, ""index_params"": ""HNSW32""}",,0.0611664,1.0,0.95
0,seismic-256-100m,"Annealing(rc, hard)",0,faiss_hnsw,"{""efSearch"": 1, ""index_params"": ""HNSW32""}",,1.96e-05,1.0,0.95
1,seismic-256-100m,"Annealing(rc, hard)",1,faiss_hnsw,"{""efSearch"": 16384, ""index_params"": ""HNSW32""}",,0.0467142,1.0,0.95
2,seismic-256-100m,"Annealing(rc, hard)",2,faiss_hnsw,"{""efSearch"": 8, ""index_params"": ""HNSW32""}",,6.84e-05,1.0,0.95
3,seismic-256-100m,"Annealing(rc, hard)",3,faiss_hnsw,"{""efSearch"": 2048, ""index_params"": ""HNSW32""}",,0.0038604,1.0,0.95
4,seismic-256-100m,"Annealing(rc, hard)",4,faiss_hnsw,"{""efSearch"": 131072, ""index_params"": ""HNSW32""}",,0.1115222,1.0,0.95
5,seismic-256-100m,"Annealing(rc, hard)",5,faiss_hnsw,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",,0.0002016,1.0,0.95
6,seismic-256-100m,"Annealing(rc, hard)",6,faiss_hnsw,"{""efSearch"": 4096, ""index_params"": ""HNSW32""}",,0.0276068,1.0,0.95
7,seismic-256-100m,"Annealing(rc, hard)",7,faiss_hnsw,"{""efSearch"": 64, ""index_params"": ""HNSW32""}",,0.0005208,1.0,0.95
8,seismic-256-100m,"Annealing(rc, hard)",8,faiss_hnsw,"{""efSearch"": 65536, ""index_params"": ""HNSW32""}",,0.114534,1.0,0.95
9,seismic-256-100m,"Annealing(rc, hard)",9,faiss_hnsw,"{""efSearch"": 32768, ""index_params"": ""HNSW32""}",,0.0974502,1.0,0.95
0,fashion_mnist-euclidean-784-60K,"Annealing(rc, easy)",0,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 1}",,0.0068333333333333,1.0,0.95
1,fashion_mnist-euclidean-784-60K,"Annealing(rc, easy)",1,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 2}",,0.016,1.0,0.95
2,fashion_mnist-euclidean-784-60K,"Annealing(rc, easy)",2,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 2}",,0.0147666666666666,1.0,0.95
3,fashion_mnist-euclidean-784-60K,"Annealing(rc, easy)",3,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 4}",,0.0156833333333333,1.0,0.95
4,fashion_mnist-euclidean-784-60K,"Annealing(rc, easy)",4,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 2}",,0.008,1.0,0.95
5,fashion_mnist-euclidean-784-60K,"Annealing(rc, easy)",5,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 8}",,0.0212333333333333,1.0,0.95
6,fashion_mnist-euclidean-784-60K,"Annealing(rc, easy)",6,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 4}",,0.0191,1.0,0.95
7,fashion_mnist-euclidean-784-60K,"Annealing(rc, easy)",7,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 4}",,0.0185833333333333,1.0,0.95
8,fashion_mnist-euclidean-784-60K,"Annealing(rc, easy)",8,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 8}",,0.0307833333333333,1.0,0.95
9,fashion_mnist-euclidean-784-60K,"Annealing(rc, easy)",9,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 16}",,0.0711166666666666,1.0,0.95
0,fashion_mnist-euclidean-784-60K,"Annealing(rc, medium)",0,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 1}",,0.0068333333333333,1.0,0.95
1,fashion_mnist-euclidean-784-60K,"Annealing(rc, medium)",1,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 2}",,0.016,1.0,0.95
2,fashion_mnist-euclidean-784-60K,"Annealing(rc, medium)",2,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 2}",,0.0147666666666666,1.0,0.95
3,fashion_mnist-euclidean-784-60K,"Annealing(rc, medium)",3,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 4}",,0.0156833333333333,1.0,0.95
4,fashion_mnist-euclidean-784-60K,"Annealing(rc, medium)",4,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 2}",,0.008,1.0,0.95
5,fashion_mnist-euclidean-784-60K,"Annealing(rc, medium)",5,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 8}",,0.0212333333333333,1.0,0.95
6,fashion_mnist-euclidean-784-60K,"Annealing(rc, medium)",6,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 4}",,0.0191,1.0,0.95
7,fashion_mnist-euclidean-784-60K,"Annealing(rc, medium)",7,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 4}",,0.0185833333333333,1.0,0.95
8,fashion_mnist-euclidean-784-60K,"Annealing(rc, medium)",8,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 8}",,0.0307833333333333,1.0,0.95
9,fashion_mnist-euclidean-784-60K,"Annealing(rc, medium)",9,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 16}",,0.0711166666666666,1.0,0.95
0,fashion_mnist-euclidean-784-60K,"Annealing(rc, hard)",0,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 1}",,0.0068333333333333,1.0,0.95
1,fashion_mnist-euclidean-784-60K,"Annealing(rc, hard)",1,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 2}",,0.016,1.0,0.95
2,fashion_mnist-euclidean-784-60K,"Annealing(rc, hard)",2,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 2}",,0.0147666666666666,1.0,0.95
3,fashion_mnist-euclidean-784-60K,"Annealing(rc, hard)",3,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 4}",,0.0156833333333333,1.0,0.95
4,fashion_mnist-euclidean-784-60K,"Annealing(rc, hard)",4,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 2}",,0.008,1.0,0.95
5,fashion_mnist-euclidean-784-60K,"Annealing(rc, hard)",5,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 8}",,0.0212333333333333,1.0,0.95
6,fashion_mnist-euclidean-784-60K,"Annealing(rc, hard)",6,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 4}",,0.0191,1.0,0.95
7,fashion_mnist-euclidean-784-60K,"Annealing(rc, hard)",7,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 4}",,0.0185833333333333,1.0,0.95
8,fashion_mnist-euclidean-784-60K,"Annealing(rc, hard)",8,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 2}",,0.0086166666666666,1.0,0.95
9,fashion_mnist-euclidean-784-60K,"Annealing(rc, hard)",9,faiss_ivf,"{""index_params"": ""IVF245,Flat"", ""nprobe"": 16}",,0.0782333333333333,1.0,0.95
0,glove-angular-104-1183514,"Annealing(rc, easy)",0,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 1}",,0.0010122398214131,1.0,0.95
1,glove-angular-104-1183514,"Annealing(rc, easy)",1,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 4}",,0.004829685157928,1.0,0.95
2,glove-angular-104-1183514,"Annealing(rc, easy)",2,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 4}",,0.0044055245649819,1.0,0.95
3,glove-angular-104-1183514,"Annealing(rc, easy)",3,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 1}",,0.0007021463201956,1.0,0.95
4,glove-angular-104-1183514,"Annealing(rc, easy)",4,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 1}",,0.0010299835912376,1.0,0.95
5,glove-angular-104-1183514,"Annealing(rc, easy)",5,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 2}",,0.0018478868860021,1.0,0.95
6,glove-angular-104-1183514,"Annealing(rc, easy)",6,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 1}",,0.0010071701728919,1.0,0.95
7,glove-angular-104-1183514,"Annealing(rc, easy)",7,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 2}",,0.001735509677114,1.0,0.95
8,glove-angular-104-1183514,"Annealing(rc, easy)",8,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 8}",,0.0080159592535449,1.0,0.95
9,glove-angular-104-1183514,"Annealing(rc, easy)",9,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 1}",,0.000811988704823,1.0,0.95
0,glove-angular-104-1183514,"Annealing(rc, medium)",0,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 128}",,0.1184599421722092,1.0,0.95
1,glove-angular-104-1183514,"Annealing(rc, medium)",1,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 4}",,0.0035462191406269,1.0,0.95
2,glove-angular-104-1183514,"Annealing(rc, medium)",2,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 4}",,0.0044055245649819,1.0,0.95
3,glove-angular-104-1183514,"Annealing(rc, medium)",3,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 16}",,0.0169545945379606,1.0,0.95
4,glove-angular-104-1183514,"Annealing(rc, medium)",4,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 4}",,0.0032175369281647,1.0,0.95
5,glove-angular-104-1183514,"Annealing(rc, medium)",5,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 32}",,0.0295568958204127,1.0,0.95
6,glove-angular-104-1183514,"Annealing(rc, medium)",6,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 2}",,0.0023776651564747,1.0,0.95
7,glove-angular-104-1183514,"Annealing(rc, medium)",7,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 8}",,0.0078199328440559,1.0,0.95
8,glove-angular-104-1183514,"Annealing(rc, medium)",8,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 16}",,0.0131726367410947,1.0,0.95
9,glove-angular-104-1183514,"Annealing(rc, medium)",9,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 1}",,0.0011263069131417,1.0,0.95
0,glove-angular-104-1183514,"Annealing(rc, hard)",0,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 128}",,0.0950043683471424,1.0,0.95
1,glove-angular-104-1183514,"Annealing(rc, hard)",1,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 32}",,0.0298568500245877,1.0,0.95
2,glove-angular-104-1183514,"Annealing(rc, hard)",2,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 1024}",,0.9193165437840196,1.0,0.95
3,glove-angular-104-1183514,"Annealing(rc, hard)",3,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 512}",,0.4086086011656812,1.0,0.95
4,glove-angular-104-1183514,"Annealing(rc, hard)",4,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 32}",,0.022317437732042,1.0,0.95
5,glove-angular-104-1183514,"Annealing(rc, hard)",5,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 1024}",,0.9289311322046042,1.0,0.95
6,glove-angular-104-1183514,"Annealing(rc, hard)",6,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 1024}",,0.929829304934289,1.0,0.95
7,glove-angular-104-1183514,"Annealing(rc, hard)",7,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 256}",,0.2068340551949533,1.0,0.95
8,glove-angular-104-1183514,"Annealing(rc, hard)",8,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 128}",,0.1045885388765996,1.0,0.95
9,glove-angular-104-1183514,"Annealing(rc, hard)",9,faiss_ivf,"{""index_params"": ""IVF1088,Flat"", ""nprobe"": 512}",,0.4124801227530895,1.0,0.95
0,nytimes-angular-256-289761,"Annealing(rc, easy)",0,faiss_ivf,"{""index_params"": ""IVF539,Flat"", ""nprobe"": 2}",,0.0028195650898499,1.0,0.95
1,nytimes-angular-256-289761,"Annealing(rc, easy)",1,faiss_ivf,"{""index_params"": ""IVF539,Flat"", ""nprobe"": 2}",,0.00285407629046,1.0,0.95
2,nytimes-angular-256-289761,"Annealing(rc, easy)",2,faiss_ivf,"{""index_params"": ""IVF539,Flat"", ""nprobe"": 1}",,0.0010111781778776,1.0,0.95
3,nytimes-angular-256-289761,"Annealing(rc, easy)",3,faiss_ivf,"{""index_params"": ""IVF539,Flat"", ""nprobe"": 128}",,0.2836268510945227,1.0,0.95
4,nytimes-angular-256-289761,"Annealing(rc, easy)",4,faiss_ivf,"{""index_params"": ""IVF539,Flat"", ""nprobe"": 32}",,0.0791479874793364,1.0,0.95
5,nytimes-angular-256-289761,"Annealing(rc, easy)",5,faiss_ivf,"{""index_params"": ""IVF539,Flat"", ""nprobe"": 8}",,0.0235297365760057,1.0,0.95
6,nytimes-angular-256-289761,"Annealing(rc, easy)",6,faiss_ivf,"{""index_params"": ""IVF539,Flat"", ""nprobe"": 32}",,0.0701716242006343,1.0,0.95
7,nytimes-angular-256-289761,"Annealing(rc, easy)",7,faiss_ivf,"{""index_params"": ""IVF539,Flat"", ""nprobe"": 64}",,0.1322193117776374,1.0,0.95
8,nytimes-angular-256-289761,"Annealing(rc, easy)",8,faiss_ivf,"{""index_params"": ""IVF539,Flat"", ""nprobe"": 8}",,0.0192745055407732,1.0,0.95
9,nytimes-angular-256-289761,"Annealing(rc, easy)",9,faiss_ivf,"{""index_params"": ""IVF539,Flat"", ""nprobe"": 8}",,0.0162478732472623,1.0,0.95
0,nytimes-angular-256-289761,"Annealing(rc, medium)",0,faiss_ivf,"{""index_params"": ""IVF539,Flat"", ""nprobe"": 256}",,0.5670155749048353,1.0,0.95
1,nytimes-angular-256-289761,"Annealing(rc, medium)",1,faiss_ivf,"{""index_params"": ""IVF539,Flat"", ""nprobe"": 8}",,0.0262940837448794,1.0,0.95
